sku,name,description,price,currency,category,subcategory,brand,color,size,material,style_tags,season,gender,occasion,image_url,stock_status,rating,popularity_score
SKU-00608,Uniqlo Green Sunglasses,Fall Sunglasses for women. Denim material with statement style. Perfect for party occasions.,73.43,USD,Accessories,Sunglasses,Uniqlo,Green,M,Denim,statement,Fall,Women,Party,https://placeholder.com/products/accessories-608.jpg,Out of Stock,4.5,70
SKU-00609,Nike Brown Blouse,All-Season Blouse for men. Leather material with vintage style. Perfect for sports occasions.,24.78,USD,Tops,Blouse,Nike,Brown,XS,Leather,vintage,All-Season,Men,Sports,https://placeholder.com/products/tops-609.jpg,Low Stock,3.2,80
SKU-00610,Uniqlo Green Leggings,Winter Leggings for men. Synthetic material with distressed style. Perfect for formal occasions.,65.71,USD,Bottoms,Leggings,Uniqlo,Green,M,Synthetic,distressed,Winter,Men,Formal,https://placeholder.com/products/bottoms-610.jpg,In Stock,4.4,21
SKU-00611,Levi's Gray Evening Gown,Winter Evening Gown for women. Synthetic material with elegant style. Perfect for party occasions.,125.54,USD,Dresses,Evening Gown,Levi's,Gray,M,Synthetic,elegant,Winter,Women,Party,https://placeholder.com/products/dresses-611.jpg,Out of Stock,4.4,27
SKU-00612,Levi's Pink Shorts,Summer Shorts for women. Denim material with distressed style. Perfect for formal occasions.,50.3,USD,Bottoms,Shorts,Levi's,Pink,M,Denim,distressed,Summer,Women,Formal,https://placeholder.com/products/bottoms-612.jpg,In Stock,3.9,93
SKU-00613,H&M Cream Jacket,Spring Jacket for men. Denim material with urban style. Perfect for formal occasions.,104.91,USD,Outerwear,Jacket,H&M,Cream,XXL,Denim,urban,Spring,Men,Formal,https://placeholder.com/products/outerwear-613.jpg,In Stock,4.1,33
SKU-00614,Mango Pink Cocktail Dress,All-Season Cocktail Dress for men. Denim material with chic style. Perfect for wedding occasions.,134.91,USD,Dresses,Cocktail Dress,Mango,Pink,L,Denim,chic,All-Season,Men,Wedding,https://placeholder.com/products/dresses-614.jpg,Out of Stock,3,48
SKU-00615,Levi's Yellow Pants,Winter Pants for women. Blend material with relaxed style. Perfect for party occasions.,59.5,USD,Bottoms,Pants,Levi's,Yellow,XL,Blend,relaxed,Winter,Women,Party,https://placeholder.com/products/bottoms-615.jpg,Out of Stock,3.6,98
SKU-00616,Levi's Blue Leggings,All-Season Leggings for men. Synthetic material with classic style. Perfect for formal occasions.,115.83,USD,Bottoms,Leggings,Levi's,Blue,S,Synthetic,classic,All-Season,Men,Formal,https://placeholder.com/products/bottoms-616.jpg,In Stock,3.2,52
SKU-00617,Gap Navy Boots,All-Season Boots for unisex. Linen material with comfortable style. Perfect for office occasions.,54.88,USD,Footwear,Boots,Gap,Navy,M,Linen,comfortable,All-Season,Unisex,Office,https://placeholder.com/products/footwear-617.jpg,In Stock,3.2,77
SKU-00618,Pull&Bear Brown Maxi Dress,Winter Maxi Dress for men. Wool material with bohemian style. Perfect for wedding occasions.,52.35,USD,Dresses,Maxi Dress,Pull&Bear,Brown,S,Wool,bohemian,Winter,Men,Wedding,https://placeholder.com/products/dresses-618.jpg,In Stock,4.6,66
SKU-00619,Pull&Bear Burgundy Sunglasses,Summer Sunglasses for women. Blend material with classic style. Perfect for wedding occasions.,34.64,USD,Accessories,Sunglasses,Pull&Bear,Burgundy,L,Blend,classic,Summer,Women,Wedding,https://placeholder.com/products/accessories-619.jpg,In Stock,3.2,63
SKU-00620,Zara Olive Flats,Summer Flats for unisex. Linen material with elegant style. Perfect for sports occasions.,54.85,USD,Footwear,Flats,Zara,Olive,M,Linen,elegant,Summer,Unisex,Sports,https://placeholder.com/products/footwear-620.jpg,In Stock,4.2,53
SKU-00621,Levi's White Maxi Dress,Winter Maxi Dress for women. Denim material with sophisticated style. Perfect for casual occasions.,154.77,USD,Dresses,Maxi Dress,Levi's,White,M,Denim,sophisticated,Winter,Women,Casual,https://placeholder.com/products/dresses-621.jpg,Low Stock,4.8,11
SKU-00622,Adidas Beige Hoodie,Spring Hoodie for unisex. Denim material with casual style. Perfect for casual occasions.,28.06,USD,Tops,Hoodie,Adidas,Beige,M,Denim,casual,Spring,Unisex,Casual,https://placeholder.com/products/tops-622.jpg,In Stock,4.2,32
SKU-00623,Adidas Red Hoodie,Summer Hoodie for women. Cotton material with casual style. Perfect for casual occasions.,38.2,USD,Tops,Hoodie,Adidas,Red,M,Cotton,casual,Summer,Women,Casual,https://placeholder.com/products/tops-623.jpg,Low Stock,4.5,13
SKU-00624,Adidas Olive Heels,Winter Heels for men. Linen material with elegant style. Perfect for casual occasions.,117.53,USD,Footwear,Heels,Adidas,Olive,XS,Linen,elegant,Winter,Men,Casual,https://placeholder.com/products/footwear-624.jpg,Out of Stock,3.4,21
SKU-00625,Uniqlo Beige Bag,Fall Bag for men. Polyester material with functional style. Perfect for formal occasions.,44.7,USD,Accessories,Bag,Uniqlo,Beige,L,Polyester,functional,Fall,Men,Formal,https://placeholder.com/products/accessories-625.jpg,In Stock,3.2,31
SKU-00626,Mango Blue Watch,Summer Watch for unisex. Leather material with statement style. Perfect for sports occasions.,63.72,USD,Accessories,Watch,Mango,Blue,L,Leather,statement,Summer,Unisex,Sports,https://placeholder.com/products/accessories-626.jpg,In Stock,4.2,67
SKU-00627,Uniqlo Navy Sandals,All-Season Sandals for women. Leather material with comfortable style. Perfect for wedding occasions.,145.87,USD,Footwear,Sandals,Uniqlo,Navy,XL,Leather,comfortable,All-Season,Women,Wedding,https://placeholder.com/products/footwear-627.jpg,Out of Stock,3.8,9
SKU-00628,Pull&Bear Cream Sneakers,Summer Sneakers for men. Leather material with elegant style. Perfect for travel occasions.,52.41,USD,Footwear,Sneakers,Pull&Bear,Cream,S,Leather,elegant,Summer,Men,Travel,https://placeholder.com/products/footwear-628.jpg,Out of Stock,3.7,80
SKU-00629,Mango Pink Jeans,Summer Jeans for women. Denim material with distressed style. Perfect for wedding occasions.,103.42,USD,Bottoms,Jeans,Mango,Pink,S,Denim,distressed,Summer,Women,Wedding,https://placeholder.com/products/bottoms-629.jpg,In Stock,3,41
SKU-00630,Mango Brown Coat,Spring Coat for men. Silk material with oversized style. Perfect for office occasions.,98.57,USD,Outerwear,Coat,Mango,Brown,M,Silk,oversized,Spring,Men,Office,https://placeholder.com/products/outerwear-630.jpg,In Stock,4.9,3
SKU-00631,Forever 21 White Tank Top,Winter Tank Top for men. Cotton material with vintage style. Perfect for casual occasions.,75.51,USD,Tops,Tank Top,Forever 21,White,L,Cotton,vintage,Winter,Men,Casual,https://placeholder.com/products/tops-631.jpg,Out of Stock,3.7,72
SKU-00632,Mango Pink Bomber,Spring Bomber for men. Wool material with sporty style. Perfect for travel occasions.,225.88,USD,Outerwear,Bomber,Mango,Pink,XXL,Wool,sporty,Spring,Men,Travel,https://placeholder.com/products/outerwear-632.jpg,In Stock,3.5,68
SKU-00633,Adidas Beige Evening Gown,Summer Evening Gown for men. Synthetic material with romantic style. Perfect for sports occasions.,126.21,USD,Dresses,Evening Gown,Adidas,Beige,XXL,Synthetic,romantic,Summer,Men,Sports,https://placeholder.com/products/dresses-633.jpg,In Stock,4.2,5
SKU-00634,Forever 21 Pink Hoodie,Winter Hoodie for men. Silk material with minimalist style. Perfect for travel occasions.,78.06,USD,Tops,Hoodie,Forever 21,Pink,XS,Silk,minimalist,Winter,Men,Travel,https://placeholder.com/products/tops-634.jpg,Out of Stock,3.1,73
SKU-00635,Pull&Bear Brown Heels,Fall Heels for women. Silk material with comfortable style. Perfect for formal occasions.,100.13,USD,Footwear,Heels,Pull&Bear,Brown,S,Silk,comfortable,Fall,Women,Formal,https://placeholder.com/products/footwear-635.jpg,Low Stock,3.4,81
SKU-00636,Forever 21 Cream Hat,Spring Hat for unisex. Blend material with trendy style. Perfect for party occasions.,63.1,USD,Accessories,Hat,Forever 21,Cream,XS,Blend,trendy,Spring,Unisex,Party,https://placeholder.com/products/accessories-636.jpg,Low Stock,4.8,13
SKU-00637,Uniqlo Gray Evening Gown,Summer Evening Gown for unisex. Silk material with romantic style. Perfect for office occasions.,145.82,USD,Dresses,Evening Gown,Uniqlo,Gray,XS,Silk,romantic,Summer,Unisex,Office,https://placeholder.com/products/dresses-637.jpg,In Stock,3.9,69
SKU-00638,Mango Pink Loafers,Fall Loafers for women. Linen material with casual style. Perfect for sports occasions.,132.32,USD,Footwear,Loafers,Mango,Pink,L,Linen,casual,Fall,Women,Sports,https://placeholder.com/products/footwear-638.jpg,In Stock,3.2,2
SKU-00639,Uniqlo Brown Hat,Fall Hat for women. Polyester material with functional style. Perfect for formal occasions.,90.35,USD,Accessories,Hat,Uniqlo,Brown,XL,Polyester,functional,Fall,Women,Formal,https://placeholder.com/products/accessories-639.jpg,In Stock,4.4,62
SKU-00640,Pull&Bear Olive Shirt,Fall Shirt for women. Denim material with modern style. Perfect for wedding occasions.,33.25,USD,Tops,Shirt,Pull&Bear,Olive,XXL,Denim,modern,Fall,Women,Wedding,https://placeholder.com/products/tops-640.jpg,In Stock,4.5,5
SKU-00641,H&M Pink Polo,Summer Polo for unisex. Blend material with modern style. Perfect for formal occasions.,62.58,USD,Tops,Polo,H&M,Pink,XXL,Blend,modern,Summer,Unisex,Formal,https://placeholder.com/products/tops-641.jpg,In Stock,3.3,57
SKU-00642,Zara Beige Sweater,Spring Sweater for men. Polyester material with minimalist style. Perfect for casual occasions.,63.95,USD,Tops,Sweater,Zara,Beige,XL,Polyester,minimalist,Spring,Men,Casual,https://placeholder.com/products/tops-642.jpg,Low Stock,3.8,77
SKU-00643,Adidas Red Windbreaker,Spring Windbreaker for men. Silk material with classic style. Perfect for casual occasions.,293.49,USD,Outerwear,Windbreaker,Adidas,Red,L,Silk,classic,Spring,Men,Casual,https://placeholder.com/products/outerwear-643.jpg,Low Stock,3,87
SKU-00644,Nike Navy Sneakers,Fall Sneakers for women. Synthetic material with elegant style. Perfect for party occasions.,138.36,USD,Footwear,Sneakers,Nike,Navy,XXL,Synthetic,elegant,Fall,Women,Party,https://placeholder.com/products/footwear-644.jpg,Low Stock,4.8,77
SKU-00645,Forever 21 Green Windbreaker,Winter Windbreaker for women. Silk material with sporty style. Perfect for casual occasions.,104.59,USD,Outerwear,Windbreaker,Forever 21,Green,XS,Silk,sporty,Winter,Women,Casual,https://placeholder.com/products/outerwear-645.jpg,Out of Stock,4.2,76
SKU-00646,Uniqlo Navy Belt,Spring Belt for men. Polyester material with trendy style. Perfect for travel occasions.,84.92,USD,Accessories,Belt,Uniqlo,Navy,S,Polyester,trendy,Spring,Men,Travel,https://placeholder.com/products/accessories-646.jpg,In Stock,3.1,53
SKU-00647,Nike Blue Watch,Fall Watch for unisex. Wool material with functional style. Perfect for sports occasions.,88.25,USD,Accessories,Watch,Nike,Blue,L,Wool,functional,Fall,Unisex,Sports,https://placeholder.com/products/accessories-647.jpg,Low Stock,3.5,78
SKU-00648,Forever 21 Gray Pants,All-Season Pants for men. Leather material with distressed style. Perfect for sports occasions.,83.49,USD,Bottoms,Pants,Forever 21,Gray,L,Leather,distressed,All-Season,Men,Sports,https://placeholder.com/products/bottoms-648.jpg,Out of Stock,4.3,31
SKU-00649,H&M Red Jacket,Winter Jacket for unisex. Blend material with oversized style. Perfect for formal occasions.,105.12,USD,Outerwear,Jacket,H&M,Red,XL,Blend,oversized,Winter,Unisex,Formal,https://placeholder.com/products/outerwear-649.jpg,Low Stock,4.1,27
SKU-00650,H&M Navy Watch,All-Season Watch for women. Wool material with minimalist style. Perfect for travel occasions.,63.03,USD,Accessories,Watch,H&M,Navy,M,Wool,minimalist,All-Season,Women,Travel,https://placeholder.com/products/accessories-650.jpg,In Stock,3.6,24
SKU-00651,H&M Cream Bag,Spring Bag for unisex. Wool material with functional style. Perfect for office occasions.,71.25,USD,Accessories,Bag,H&M,Cream,XS,Wool,functional,Spring,Unisex,Office,https://placeholder.com/products/accessories-651.jpg,Low Stock,4.3,12
SKU-00652,Mango Green Sandals,Spring Sandals for women. Leather material with casual style. Perfect for party occasions.,103.37,USD,Footwear,Sandals,Mango,Green,XS,Leather,casual,Spring,Women,Party,https://placeholder.com/products/footwear-652.jpg,Low Stock,4.2,39
SKU-00653,Gap Navy Polo,Summer Polo for men. Synthetic material with modern style. Perfect for casual occasions.,57.4,USD,Tops,Polo,Gap,Navy,M,Synthetic,modern,Summer,Men,Casual,https://placeholder.com/products/tops-653.jpg,Out of Stock,3.5,4
SKU-00654,Pull&Bear Black Pants,All-Season Pants for unisex. Cotton material with high-waist style. Perfect for formal occasions.,56.15,USD,Bottoms,Pants,Pull&Bear,Black,XS,Cotton,high-waist,All-Season,Unisex,Formal,https://placeholder.com/products/bottoms-654.jpg,In Stock,3.3,14
SKU-00655,Uniqlo Black Scarf,Fall Scarf for women. Denim material with trendy style. Perfect for office occasions.,16.12,USD,Accessories,Scarf,Uniqlo,Black,L,Denim,trendy,Fall,Women,Office,https://placeholder.com/products/accessories-655.jpg,Low Stock,3.6,92
SKU-00656,Uniqlo Pink Skirt,Spring Skirt for men. Blend material with classic style. Perfect for party occasions.,59.79,USD,Bottoms,Skirt,Uniqlo,Pink,L,Blend,classic,Spring,Men,Party,https://placeholder.com/products/bottoms-656.jpg,Low Stock,4.6,11
SKU-00657,Gap Beige Midi Dress,Summer Midi Dress for men. Linen material with elegant style. Perfect for travel occasions.,92.79,USD,Dresses,Midi Dress,Gap,Beige,XS,Linen,elegant,Summer,Men,Travel,https://placeholder.com/products/dresses-657.jpg,In Stock,3.8,13
SKU-00658,Uniqlo Brown Hoodie,Summer Hoodie for men. Polyester material with casual style. Perfect for casual occasions.,56.79,USD,Tops,Hoodie,Uniqlo,Brown,L,Polyester,casual,Summer,Men,Casual,https://placeholder.com/products/tops-658.jpg,Out of Stock,4.4,81
SKU-00659,Adidas Blue Heels,Winter Heels for men. Synthetic material with elegant style. Perfect for travel occasions.,128.31,USD,Footwear,Heels,Adidas,Blue,XXL,Synthetic,elegant,Winter,Men,Travel,https://placeholder.com/products/footwear-659.jpg,In Stock,3,70
SKU-00660,Nike Blue Watch,Winter Watch for unisex. Blend material with minimalist style. Perfect for sports occasions.,68.48,USD,Accessories,Watch,Nike,Blue,L,Blend,minimalist,Winter,Unisex,Sports,https://placeholder.com/products/accessories-660.jpg,In Stock,4.9,89
SKU-00661,Nike Yellow Watch,All-Season Watch for women. Blend material with classic style. Perfect for formal occasions.,49.8,USD,Accessories,Watch,Nike,Yellow,M,Blend,classic,All-Season,Women,Formal,https://placeholder.com/products/accessories-661.jpg,Out of Stock,5,21
SKU-00662,Forever 21 Olive Maxi Dress,All-Season Maxi Dress for women. Polyester material with chic style. Perfect for formal occasions.,182.47,USD,Dresses,Maxi Dress,Forever 21,Olive,XS,Polyester,chic,All-Season,Women,Formal,https://placeholder.com/products/dresses-662.jpg,In Stock,3.7,68
SKU-00663,Uniqlo Blue Polo,All-Season Polo for women. Leather material with minimalist style. Perfect for formal occasions.,46.8,USD,Tops,Polo,Uniqlo,Blue,XS,Leather,minimalist,All-Season,Women,Formal,https://placeholder.com/products/tops-663.jpg,Out of Stock,4.6,32
SKU-00664,Gap Beige Tank Top,Spring Tank Top for women. Polyester material with vintage style. Perfect for party occasions.,57.32,USD,Tops,Tank Top,Gap,Beige,L,Polyester,vintage,Spring,Women,Party,https://placeholder.com/products/tops-664.jpg,Out of Stock,4.4,47
SKU-00665,Forever 21 Yellow Trousers,Summer Trousers for men. Denim material with slim-fit style. Perfect for formal occasions.,40.42,USD,Bottoms,Trousers,Forever 21,Yellow,XL,Denim,slim-fit,Summer,Men,Formal,https://placeholder.com/products/bottoms-665.jpg,Low Stock,4.9,10
SKU-00666,Forever 21 Navy Loafers,All-Season Loafers for men. Blend material with casual style. Perfect for formal occasions.,85.01,USD,Footwear,Loafers,Forever 21,Navy,XS,Blend,casual,All-Season,Men,Formal,https://placeholder.com/products/footwear-666.jpg,Low Stock,3.5,61
SKU-00667,Forever 21 Yellow Maxi Dress,All-Season Maxi Dress for unisex. Leather material with bohemian style. Perfect for casual occasions.,183.3,USD,Dresses,Maxi Dress,Forever 21,Yellow,S,Leather,bohemian,All-Season,Unisex,Casual,https://placeholder.com/products/dresses-667.jpg,In Stock,4.9,46
SKU-00668,Pull&Bear Yellow Shorts,Summer Shorts for women. Polyester material with slim-fit style. Perfect for party occasions.,61.32,USD,Bottoms,Shorts,Pull&Bear,Yellow,M,Polyester,slim-fit,Summer,Women,Party,https://placeholder.com/products/bottoms-668.jpg,In Stock,4.8,9
SKU-00669,Levi's White Shirt,Spring Shirt for unisex. Cotton material with minimalist style. Perfect for travel occasions.,50.87,USD,Tops,Shirt,Levi's,White,XL,Cotton,minimalist,Spring,Unisex,Travel,https://placeholder.com/products/tops-669.jpg,In Stock,4.3,36
SKU-00670,Uniqlo Cream Parka,Summer Parka for men. Polyester material with oversized style. Perfect for office occasions.,242.99,USD,Outerwear,Parka,Uniqlo,Cream,XL,Polyester,oversized,Summer,Men,Office,https://placeholder.com/products/outerwear-670.jpg,In Stock,3.8,22
SKU-00671,Mango Burgundy Jeans,Fall Jeans for unisex. Denim material with relaxed style. Perfect for formal occasions.,112.72,USD,Bottoms,Jeans,Mango,Burgundy,S,Denim,relaxed,Fall,Unisex,Formal,https://placeholder.com/products/bottoms-671.jpg,Low Stock,3.6,89
SKU-00672,H&M Olive Evening Gown,Spring Evening Gown for women. Cotton material with romantic style. Perfect for travel occasions.,118.29,USD,Dresses,Evening Gown,H&M,Olive,XS,Cotton,romantic,Spring,Women,Travel,https://placeholder.com/products/dresses-672.jpg,Low Stock,4.8,33
SKU-00673,Zara Olive Evening Gown,Fall Evening Gown for men. Cotton material with chic style. Perfect for wedding occasions.,163.57,USD,Dresses,Evening Gown,Zara,Olive,S,Cotton,chic,Fall,Men,Wedding,https://placeholder.com/products/dresses-673.jpg,Out of Stock,4.8,63
SKU-00674,Forever 21 Black Flats,All-Season Flats for men. Silk material with comfortable style. Perfect for casual occasions.,140.09,USD,Footwear,Flats,Forever 21,Black,XL,Silk,comfortable,All-Season,Men,Casual,https://placeholder.com/products/footwear-674.jpg,Out of Stock,4.9,45
